Key,File,Type,UsedInMainMenu,NoTranslate,KeepLoaded,english,Context / Alternate Text,german,spanish,french,italian,japanese,koreana,polish,brazilian,russian,turkish,schinese,tchinese
quest_tier4_restore_power_offer,Quest,Quest Info,,,,We found a location that we believe is large enough to defend and accomodate our growing communities needs. Go to [DECEA3]{poi.name}[-] and reset the stoves. Clear out any zombies you find inside. You need to do this job at [FF0000]night[-] to avoid enemy detection. Be sure to bring a torch.,,"Wir haben einen Ort gefunden, der groß genug sein sollte, um ihn gut verteidigen zu können und um die Bedürfnisse unserer wachsenden Gesellschaft zu befriedigen. Geh nach [DECEA3]{poi.name}[-] und setze die Generatoren zurück. Beseitige alle Zombies, die du dort findest. Du musst diese Aufgabe bei [FF0000]Nacht[-] erledigen, um nicht von den Feinden entdeckt zu werden. Denk daran, eine Fackel mitzunehmen.",Encontramos una ubicación que creemos que es lo suficientemente grande como para defenderla y atender las crecientes necesidades de nuestra comunidad. Ve a [DECEA3]{poi.name}[-] y restaura los generadores. Mata todos los zombis que encuentres dentro. Debes cumplir esta tarea de [FF0000]noche[-] para evitar que los enemigos te detecten. Asegúrate de llevar una antorcha.,Nous avons découvert un emplacement que nous estimons assez vaste pour défendre et répondre aux besoins de nos communautés en développement. Rends-toi à [DECEA3]{poi.name}[-] et réinitialise les générateurs. Élimine tous les zombies que tu trouveras à l'intérieur. Tu dois remplir cette mission la [FF0000]nuit[-] pour éviter que les ennemis te détectent. N'oublie pas d'apporter une torche.,Abbiamo trovato un posto che riteniamo abbastanza grande da difendere e soddisfare le crescenti esigenze della nostra comunità. Vai al [DECEA3]{poi.name}[-] e riattiva i generatori. Elimina tutti gli zombie che troverai all'interno. Dovrai farlo di [FF0000]notte[-] per evitare che i nemici ti vedano. Portati una torcia.,どんどん大きくなっているこのコミュニティを守りながらかくまうのに十分な大きさのロケーションを発見した。[DECEA3]{poi.name}[-]へ向かって発電機の電源を入れ直せ。中にいるゾンビをすべて一掃しろ。敵に検知されることを避けるために、この仕事は[FF0000]夜[-]こなしてもらう必要がある。絶対に松明を持って行くように。,"공동체가 점차 커져가고 있어. 많은 인원을 수용하고, 방어도 가능한 커다란 장소를 발견했어. [DECEA3]{poi.name}[-](으)로 가서 발전기를 켜줘. 안에 있는 좀비도 모두 없애고. 적에게 들키지 않으려면 [FF0000]밤[-]에 작업해야 해. 그러니 횃불을 챙겨 가.","Znaleźliśmy miejsce, które zdołamy obronić i naszym zdaniem jest wystarczająco duże, aby zaspokoić potrzeby naszych rozwijających się społeczności. Twój cel to [DECEA3]{poi.name}[-]. Zresetuj tam agregaty prądotwórcze. Usuń też wszystkie zombie, które znajdziesz w środku. Musisz wykonać tę robotę w [FF0000]nocy[-], aby uniknąć wykrycia przez wroga. Pamiętaj, aby zabrać ze sobą pochodnię.",Encontramos um lugar grande o suficiente para defender e acomodas as crescentes necessidades da nossa comunidade. Vá para [DECEA3]{poi.name}[-] e reinicie os geradores. Elimine os zumbis que encontrar. É preciso realizar este trabalho à [FF0000]noite[-] para evitar a detecção por parte dos inimigos. Não se esqueça de levar uma tocha.,"Мы нашли здание, достаточное большое, чтобы укрыть все наше растущее сообщество. [DECEA3]{poi.name}[-]: отправляйтесь туда и сбросьте питание генераторов. Избавьтесь от всех зомби, которых увидите внутри. Всю работу надо проделать [FF0000]ночью[-], чтобы вас не обнаружили. Не забудьте взять факел.",Savunma yapmak ve büyüyen topluluklarımızın ihtiyaçlarını karşılamak için yeterince büyük olduğuna inandığımız bir konum bulduk. [DECEA3]{poi.name}[-] bölgesine git ve jeneratörleri sıfırla. İçerde bulduğun tüm zombileri ortadan kaldır. Düşmana yakalanmamak için bu işi [FF0000]gece[-] yapman gerekiyor. Bir meşale getirmeyi unutma.,我们找到一个地方，它足够大，易守难攻，而且能够满足社区发展需求。前往[DECEA3]{poi.name}[-]，然后重置发电机。把里面的丧尸清除干净。你需要在[FF0000]夜晚[-]执行这项任务，以避免被敌人发现。务必带上火把。,我們發現一處地點，空間足以保護並容納我們不斷成長的聚落需求。前往[DECEA3]{poi.name}[-]並重啟發電機，除掉裡面所有看得到的殭屍。你必須在[FF0000]夜進行這項任務，[-]免得被敵軍發現。記得帶火把。,Encontramos una ubicación que creemos que es lo suficientemente grande como para defenderla y atender las crecientes necesidades de nuestra comunidad. Ve a [DECEA3]{poi.name}[-] y restaura los generadores. Mata todos los zombis que encuentres dentro. Debes cumplir esta tarea de [FF0000]noche[-] para evitar que los enemigos te detecten. Asegúrate de llevar una antorcha.

cntCar03SedanDamage0v01,blocks,Container,,,,Wild West Wagon,,,,,,,,,,,,,
cntCar03SedanDamage0v02,blocks,Container,,,,Wild West Wagon,,,,,,,,,,,,,
cntCar03SedanDamage0v03,blocks,Container,,,,Wild West Wagon,,,,,,,,,,,,,
cntCar03SedanDamage0v04,blocks,Container,,,,Wild West Wagon,,,,,,,,,,,,,
cntCar03SedanDamage0v05,blocks,Container,,,,Wild West Wagon,,,,,,,,,,,,,
cntCar03SedanDamage0v06,blocks,Container,,,,Wild West Wagon,,,,,,,,,,,,,
cntCar03SedanDamage0v07,blocks,Container,,,,Wild West Wagon,,,,,,,,,,,,,
cntCar03SedanDamage0v08,blocks,Container,,,,Wild West Wagon,,,,,,,,,,,,,
cntCar03SedanDamage1v01,blocks,Container,,,,Wild West Wagon,,,,,,,,,,,,,
cntCar03SedanDamage1v02,blocks,Container,,,,Wild West Wagon,,,,,,,,,,,,,
cntCar03SedanDamage1v03,blocks,Container,,,,Wild West Wagon,,,,,,,,,,,,,
cntCar03SedanDamage1v04,blocks,Container,,,,Wild West Wagon,,,,,,,,,,,,,
cntCar03SedanDamage1v05,blocks,Container,,,,Wild West Wagon,,,,,,,,,,,,,
cntCar03SedanDamage1v06,blocks,Container,,,,Wild West Wagon,,,,,,,,,,,,,
cntCar03SedanDamage1v07,blocks,Container,,,,Wild West Wagon,,,,,,,,,,,,,
cntCar03SedanDamage1v08,blocks,Container,,,,Wild West Wagon,,,,,,,,,,,,,
cntCar03SedanDamage2v01,blocks,Container,,,,Wild West Wagon,,,,,,,,,,,,,
cntCar03SedanDamage2v02,blocks,Container,,,,Wild West Wagon,,,,,,,,,,,,,
cntCar03SedanDamage2v03,blocks,Container,,,,Wild West Wagon,,,,,,,,,,,,,
cntCar03SedanDamage2v04,blocks,Container,,,,Wild West Wagon,,,,,,,,,,,,,
cntCar03SedanDamage2v05,blocks,Container,,,,Wild West Wagon,,,,,,,,,,,,,
cntCar03SedanDamage2v06,blocks,Container,,,,Wild West Wagon,,,,,,,,,,,,,
cntCar03SedanDamage2v07,blocks,Container,,,,Wild West Wagon,,,,,,,,,,,,,
cntCar03SedanDamage2v08,blocks,Container,,,,Wild West Wagon,,,,,,,,,,,,,
JailWagon,blocks,block,,,,Jail Wagon,,,,,,,,,,,,,
JailWagonOpen,blocks,block,,,,Jail Wagon,,,,,,,,,,,,,
JailWagonBroken,blocks,block,,,,Jail Wagon,,,,,,,,,,,,,
cntCarJailWagonsRandomHelper,blocks,block,,,,Jail Wagon Random Helper,,,,,,,,,,,,,
OldWagon,blocks,block,,,,Old Wagon,,,,,,,,,,,,,
OldWagonBroken,blocks,block,,,,Old Wagon,,,,,,,,,,,,,
OldWagonSmashed,blocks,block,,,,Old Wagon,,,,,,,,,,,,,
cntCarOldWagonsRandomHelper,blocks,block,,,,Old Wagon Random Helper,,,,,,,,,,,,,
MailWagon,blocks,block,,,,Mail Wagon,,,,,,,,,,,,,
MailWagonBroken,blocks,block,,,,Mail Wagon,,,,,,,,,,,,,
MailWagonSmashed,blocks,block,,,,Mail Wagon,,,,,,,,,,,,,
cntCarMailWagonsRandomHelper,blocks,block,,,,Mail Wagon Random Helper,,,,,,,,,,,,,
WaterWagon,blocks,block,,,,Water Wagon,,,,,,,,,,,,,
WaterWagonBroken,blocks,block,,,,Water Wagon,,,,,,,,,,,,,
WaterWagonSmashed,blocks,block,,,,Water Wagon,,,,,,,,,,,,,
cntCarWaterWagonsRandomHelper,blocks,block,,,,Water Wagon Random Helper,,,,,,,,,,,,,
Stagecoach,blocks,block,,,,Stagecoach,,,,,,,,,,,,,
StagecoachBroken,blocks,block,,,,Stagecoach,,,,,,,,,,,,,
StagecoachSmashed,blocks,block,,,,Stagecoach,,,,,,,,,,,,,
cntCarStagecoachesRandomHelper,blocks,block,,,,Stagecoach Random Helper,,,,,,,,,,,,,
oldCash,items,Item,,,,Continental Banknote,,,,,,,,,,,,,
oldCashDesc,items,Item,,,,"This used to be the main tender, and still holds some value even today. In emergencies, it can be scrapped for paper.",,,,,,,,,,,,,
buffDukeNoteToolTip,buffs,Buff,,,,[00FF00]The Wild West Duke left you a note to read[-],,[00FF00]Der Wild West Duke hat dir eine Notiz zum Lesen hinterlassen[-],[00FF00]El duque del salvaje oeste dejó una nota para que leas[-],[00FF00]Le Duc du Far West vous a laissé une note[-],[00FF00]Il Duca del selvaggio West ti ha lasciato un biglietto da leggere[-],[00FF00]ワイルド・ウェスト・デュークがあなたへの手紙を残していきました[-],[00FF00]서부 개척자 공작이 메모를 남겼습니다.[-],[00FF00]Książę Dzikiego Zachodu zostawił ci notatkę do przeczytania[-],[00FF00]O duque do Velho Oeste deixou um bilhete para você.[-],[00FF00]Херцог от Дивия запад оставил вам записку[-],"[00FF00]Vahşi Batı Dükü sizin okumanız için bir not bıraktı[-]",[00FF00]狂野西部公爵给你留了一张便条[-],[00FF00]狂野西部公爵留了一張便條給你，記得讀一讀[-]
noteDuke01,items,Quest - Note,,,,Note from The Wild West Duke,,,,,,,,,,,,,
noteDuke01Desc,items,Quest - Note,,,,"Just a friendly reminder that you play by our rules, or there will be greater consequences. We left you a little gear, but you still owe us, so complete those bounties. See you soon. - Wild West Duke",,,,,,,,,,,,,
cntDuffle01,blocks,Container,,,,Settler's Bag,,,,,,,,,,,,,
casinoCoin,items,Item,,,,Liberty Coin,,,,,,,,,,,,,
casinoCoinDesc,items,Item,,,,"Liberty Coins are an accepted currency used in the Wild West.\n\nCan be smelted in a forge.",,,,,,,,,,,,,
resourceDuctTape,items,Item,,,,Surgical Tape,,,,,,,,,,,,,
resourceDuctTapeDesc,items,Item,,,,"Surgical Tape was invented in 1845 and is a useful resource for making many things.",,,,,,,,,,,,,
resourceGlueDesc,items,Item,,,,"Glue is useful for making your own surgical tape.",,,,,,,,,,,,,
resourceElectricParts,items,Item,,,,Connection Parts,,,,,,,,,,,,,
resourceElectricPartsDesc,items,Item,,,,"Screws, chains, hooks, and other connective parts.",,,,,,,,,,,,,
resourceScrapPolymers,items,Item,,,,Tree Resin,,,,,,,,,,,,,
resourceScrapPolymersDesc,items,Item,,,,"An organic plant resin used in a viscous or solid form.",,,,,,,,,,,,,
drugSteroids,items,Medical,,,,Grizzly Gain,,,,,,,,,,,,,
drugSteroidsDesc,items,Medical,,,,"Grizzly Gain decreases encumbrance, allowing you to carry more items, and allow you to run faster. It also allows you to move and perform actions normally when you have a sprained or broken limb.",,,,,,,,,,,,,
drinkCanMegaCrush,items,Food,,,,Wild West Sarsaparilla,,,,,,,,,,,,,
drinkCanMegaCrushDesc,items,Food,,,,"Remedial and energizing. Helps you pick up the pace. Run 50% faster.",,,,,,,,,,,,,
barracksChair,blocks,Block,,,,Deck Chair,,,,,,,,,,,,,
capChimneyLargeSmoke,blocks,block,,,,Chimney Cap Large Smoke,,"Schornstein – Abdeckung, groß, Rauch",Sombrero de chimenea grande humeante,"Grand chapeau de cheminée, fumée",Coperchio del camino grande con fumo,煙突キャップ（大・スモーク）,치메니 캡 라지 스모크,"Komin – końcówka, duży, dym",Tampo de chaminé grande esfumaçado,Большая дымящаяся верхушка трубы,"Baca Külahı, Büyük, Duman",烟囱 顶盖 大 冒烟,冒煙大煙囪蓋

cntDewCollectorVariantHelper,blocks,block,,,,Water Wells,,,,,,,,,,,,,
cntRainDanceCatcherDesc,blocks,block,,,,"Collects water over time. [DECEA3]Water Wells[-] collect faster, and attract less screamers, than Rain Dance Catchers.\n\nRepair with Tree Resin.",,,,,,,,,,,,,
cntRainDanceCatcher,blocks,block,,,,Rain Dance Catcher,,,,,,,,,,,,,

challengePlaceRainDanceCatcher,Challenges,Challenge,,,,Place Rain Dance Catcher,,,,,,,,,,,,,
challengePlaceRainDanceCatcherDesc,Challenges,Challenge,,,,"A [DECEA3]Rain Dance Catcher[-] is a [DECEA3]Workstation[-] that allows you to passively obtain [DECEA3]Water[-] over time. Initially it will collect [DECEA3]Murky Water[-], but can be upgraded with [DECEA3]Workstation Modifications[-] to provide cleaner [DECEA3]Water[-] more efficiently.",,,,,,,,,,,,,
challengePlaceRainDanceCatcherShort,Challenges,Challenge,,,,Place a Rain Dance Catcher to collect water.,,,,,,,,,,,,,

cntOldWell,blocks,block,,,,Old Well - Groundwater Collector,,,,,,,,,,,,,
cntStoneWell,blocks,block,,,,Stone Well - Groundwater Collector,,,,,,,,,,,,,
cntWoodWell,blocks,block,,,,Wood Well - Groundwater Collector,,,,,,,,,,,,,

resourceWaterFilterDesc,items,item,,,,"A component used in the crafting of a Water Collector.",,,,,,,,,,,,,
workstationsT2-1,progression,Attribute,,,,Tier 1: Water Collector,,,,,,,,,,,,,
xuiDewCollector,UI,XUI,,,,Water Collector,,,,,,,,,,,,,
buffFishTrapEmptyWaterDesc,buffs,Buff,,,,"Add Fish Trap Bait with your secondary action while fully under water to bait the trap.",,,,,,,,,,,,,
buffFishTrapEmptyWaterName,buffs,Buff,,,,Fish Trap,,,,,,,,,,,,,

cntGroundWaterCollectorDesc,blocks,block,,,,"Collects water over time. A more efficient option to the [DECEA3]Rain Dance Catcher[-], and attracts less screamers. Choose from three different styles.\n\nRepair with Tree Resin.",,,,,,,,,,,,,

challengePlaceLadders,Challenges,Challenge,,,,Place 1 Wooden Ladder,,,,,,,,,,,,,
challengePlaceLaddersDesc,Challenges,Challenge,,,,"[DECEA3]Ladders[-] allow you to go up or down between floors, and quickly escape predators. Place with a gap of 2 blocks from the ground to confuse your average Zombie.\n\nPlace [DECEA3]Ladders[-] with [action:local:Secondary]. \n\nYou can repair them with [action:local:Secondary] while holding a [DECEA3]Repair Tool[-] and having repair items in your Inventory.",,,,,,,,,,,,,
challengePlaceLaddersShort,Challenges,Challenge,,,,Craft Ladders to reach upper areas or escape predators.,,,,,,,,,,,,,

challengeUpgradeToCobblestone,Challenges,Challenge,,,,Upgrade to Cobblestone,,,,,,,,,,,,,
challengeUpgradeToCobblestoneShort,Challenges,Challenge,,,,Upgrade 1 Wooden Block to Cobblestone.,,,,,,,,,,,,,

challengePlaceWallLightPlayerCandle,Challenges,Challenge,,,,Place 1 Wall Candle,,,,,,,,,,,,,
challengePlaceCandleDesc,Challenges,Challenge,,,,"[DECEA3]Wall Candles[-] provide a limited light source using simple resources. Place on a wall or other flat surface.\n\nPlace [DECEA3]Wall Candles[-] with [action:local:Secondary]. \n\nYou can repair them with [action:local:Secondary] while holding a [DECEA3]Repair Tool[-] and having repair items in your Inventory.\n\nThere are other types of [DECEA3]Lights[-] available to craft on your player or Workbench.",,,,,,,,,,,,,
challengePlaceCandleShort,Challenges,Challenge,,,,Craft a Candle to place on a wall.,,,,,,,,,,,,,

challengePlaceHayBaleSquare,Challenges,Challenge,,,,Place 1 Hay Bale,,,,,,,,,,,,,
challengePlaceHayBaleSquareDesc,Challenges,Challenge,,,,"[DECEA3]Hay Bales[-] provide immersion using using a simple resource. Place near your homestead.\n\nPlace [DECEA3]Hay Bales[-] with [action:local:Secondary]. \n\nYou can repair them with [action:local:Secondary] while holding a [DECEA3]Repair Tool[-] and having repair items in your Inventory.",,,,,,,,,,,,,
challengePlaceHayBaleSquareShort,Challenges,Challenge,,,,Craft a Hay Bale to place near your homestead.,,,,,,,,,,,,,

challengeEatApple,Challenges,Challenge,,,,Feed an Apple,,,,,,,,,,,,,
challengeEatAppleDesc,Challenges,Challenge,,,,Select an [DECEA3]Apple[-] on your [DECEA3]Toolbelt[-] then consume it with [action:local:Primary] while close to your horse or donkey.\n\nConsuming [DECEA3]Apples[-] increases your [DECEA3]Horse's[-] or [DECEA3]Donkey's[-] health.\n\nApples can be harvested from trees or found in some loot. Look for other recipes that require Apples.,,,,,,,,,,,,,
challengeEatAppleShort,Challenges,Challenge,,,,Feed an Apple to your Horse or Donkey.,,,,,,,,,,,,,

challengeCraftGasCan,Challenges,Challenge,,,,Craft Kerosene Jars,,,,,,,,,,,,,
challengeCraftGasCanDesc,Challenges,Challenge,,,,"[DECEA3]Kerosene Jars[-] are primarily used to fuel [DECEA3]Vehicles[-], but are also a material in some recipes and as [DECEA3]Fuel[-] for [DECEA3]Workstations[-] in a pinch.\n\nCraft some [DECEA3]Kerosene Jars[-].",,,,,,,,,,,,,
challengeCraftGasCanShort,Challenges,Challenge,,,,Craft some Kerosene Jars.,,,,,,,,,,,,,

challengeHarvestForgedSteelDesc,Challenges,Challenge,,,,"[DECEA3]Forged Steel[-] is used to craft [DECEA3]Steel Blocks[-], [DECEA3]Vehicles[-], [DECEA3]Armor[-], [DECEA3]Item Modifications[-] and many other advanced recipes.\n\n[DECEA3]Forged Steel[-] can be harvested from things like [DECEA3]Vending Machines[-], but beware, some [DECEA3]Vending Machines[-] have anti-tampering features.",,,,,,,,,,,,,

challengeHarvestLeatherDesc,Challenges,Challenge,,,,"[DECEA3]Leather[-] is an ingredient used primarily in [DECEA3]Armor[-] and [DECEA3]Armor Modification[-] recipes.\n\nIt can be harvested from places such as dead [DECEA3]Animals[-], and [DECEA3]Leather Couches[-].",,,,,,,,,,,,,
challengeHarvestLeatherShort,Challenges,Challenge,,,,Harvest some Leather from Couches with a Stone Axe.,,,,,,,,,,,,,

challengeHarvestMechanicalPartsDesc,Challenges,Challenge,,,,"[DECEA3]Mechanical Parts[-] are a commonly used material in recipes like [DECEA3]Wild West Lights[-], [DECEA3]Item Modifications[-] and [DECEA3]Revolvers[-].\n\nThey can be harvested from things like [DECEA3]Wild West Wagons[-] with any [DECEA3]Salvage Tool[-].",,,,,,,,,,,,,

challengeHarvestPipesDesc,Challenges,Challenge,,,,"[DECEA3]Short Iron Pipes[-] are used in a variety of recipes, including [DECEA3]Pipe Weapons[-] and [DECEA3]Pipe Bombs[-]. \n\nUsing a [DECEA3]Wrench[-] or other [DECEA3]Salvage Tool[-], they can be harvested from objects such as s well as [DECEA3]Bed Frames[-], [DECEA3]Wild West Wagons[-] and more.",,,,,,,,,,,,,
challengeHarvestPipesShort,Challenges,Challenge,,,,Harvest some Short Iron Pipes with any Harvest Tool.,,,,,,,,,,,,,

challengeHarvestPolymers,Challenges,Challenge,,,,Harvest Tree Resin,,,,,,,,,,,,,
challengeHarvestPolymersDesc,Challenges,Challenge,,,,"[DECEA3]Tree Resin[-] is a resource used in recipes like [DECEA3]Water Collectors[-] and [DECEA3]Item Modifications[-].\n\n[DECEA3]Tree Resin[-] can be harvested from [DECEA3]Trees[-], [DECEA3]Boxes[-], and some [DECEA3]Trash[-].",,,,,,,,,,,,,
challengeHarvestPolymersShort,Challenges,Challenge,,,,Harvest some Tree Resin with any Harvest Tool.,,,,,,,,,,,,,

challengeHarvestRottingFleshDesc,Challenges,Challenge,,,,"[DECEA3]Rotting Flesh[-] is a component used to make [DECEA3]Farm Plots[-] and some [DECEA3]Food[-] items.\n\nIt can be harvested from things like [DECEA3]Zombie Animal Corpses[-] and [DECEA3]Human Corpses[-].\n\nHarvest some [DECEA3]Rotting Flesh[-] with any [DECEA3]Knife[-].",,,,,,,,,,,,,

challengeHarvestCarParts,Challenges,Challenge,,,,Harvest Wild West Wagon Parts,,,,,,,,,,,,,
challengeHarvestCarPartsDesc,Challenges,Challenge,,,,"[DECEA3]Wild West Wagons[-] can be broken down into resources with [DECEA3]Salvage Tools[-].\n\nResources such as [DECEA3]Glue[-], [DECEA3]Forged Iron[-], and [DECEA3]Oil[-] are used in [DECEA3]Workstation[-] recipes.",,,,,,,,,,,,,
challengeHarvestCarPartsShort,Challenges,Challenge,,,,Harvest Wild West Wagons using a Salvage Tool to get resources.,,,,,,,,,,,,,

challengeHarvestElectricParts,Challenges,Challenge,,,,Harvest Connection Parts,,,,,,,,,,,,,
challengeHarvestElectricPartsDesc,Challenges,Challenge,,,,[DECEA3]Connection Parts[-] are used to craft [DECEA3]Switches[-] and other [DECEA3]Blocks[-] that use [DECEA3]Connections[-].\n\n[DECEA3]Wild West Wagons[-] can be harvested using a [DECEA3]Salvage Tool[-] to obtain [DECEA3]Connection Parts[-].\n\nHarvest some [DECEA3]Connection Parts[-].,,,,,,,,,,,,,
challengeHarvestElectricPartsShort,Challenges,Challenge,,,,Harvest some Connection Parts using a Wrench.,,,,,,,,,,,,,

challengeHarvestAnimals,Challenges,Challenge,,,,Harvest Animals,,Tiere zerlegen,Recolectar recursos de animales,Récolter sur les animaux,Raccogli dagli animali,動物解体,동물에게서 수집,Pozyskaj zasoby ze zwierząt,Coletar de Animais,Добыча с животных,Hayvan Topla,收集动物,宰殺動物
challengeHarvestAnimalsDesc,Challenges,Challenge,,,,Use [DECEA3]Knives[-] or other bladed tools and weapons to butcher an animal for resources.\n\n[DECEA3]Perks[-] can increase your harvest yield.\n\nNearby [DECEA3]Zombies[-] will be attracted to dead [DECEA3]Animals[-] so work quickly to secure your kill.,,"Nutze [DECEA3]Messer[-] oder andere Werkzeuge und Waffen mit Klingen, um Rohstoffe aus Tieren zu sammeln.\n\n[DECEA3]Eigenschaften[-] können deinen Ertrag verbessern.\n\n[DECEA3]Zombies[-] in der Nähe werden von toten [DECEA3]Tieren[-] angelockt, sichere deine Beute also schnell.","Usa [DECEA3]cuchillos[-] u otras herramientas o armas blancas para descuartizar un animal y obtener recursos.\n\nLos [DECEA3]beneficios[-] pueden aumentar tu rendimiento de recolección.\n\nLos [DECEA3]zombis[-] cercanos se sentirán atraídos por los [DECEA3]animales[-] muertos, así que trabaja rápido para asegurar tu presa.","Utilisez des [DECEA3]couteaux[-] ou autres armes et outils à lame pour dépecer un animal et trouver des ressources.\n\nLes [DECEA3]avantages[-] peuvent augmenter les rendements des récoltes.\n\nLes [DECEA3]zombies[-] proches sont attirés par les [DECEA3]animaux[-] morts, alors ne traînez pas pour sécuriser votre prise.","Usa i [DECEA3]coltelli[-] o altri strumenti con lama e armi per macellare un animale e ottenere risorse.\n\nLe [DECEA3]capacità[-] possono aumentare la tua produzione.\n\nGli [DECEA3]zombie[-] nelle vicinanze verranno attirati dagli [DECEA3]animali[-] morti, quindi sii veloce per proteggere la tua preda.",[DECEA3]ナイフ[-]などのブレード武器を使って動物を解体することで、素材を入手します。\n\n[DECEA3]特殊技能[-]を上げることで、素材の入手量を増やすことができます。\n\n近くにいる[DECEA3]ゾンビ[-]は[DECEA3]動物の死体[-]に引き寄せられるので、横取りされないようにしましょう。\n\n骨ナイフで動物を解体して生肉を入手する。,[DECEA3]나이프[-] 또는 기타 날붙이 도구나 무기로 동물을 도살하여 자원을 채집하세요.\n\n[DECEA3]특성[-]으로 수확물을 늘릴 수 있습니다.\n\n근처 [DECEA3]좀비[-]가 죽은 [DECEA3]동물[-]을 감지하고 다가올 수 있으니 최대한 빨리 작업하세요.,"Używaj [DECEA3]noży[-] lub innych narzędzi i broni z ostrzami, by zdobywać zasoby z martwych zwierząt.\n\n[DECEA3]Profity[-] mogą zwiększyć ilość pozyskiwanych zasobów.\n\nPobliskie [DECEA3]zombie[-] są zwabiane przez martwe [DECEA3]zwierzęta[-], więc działaj szybko, by nie zmarnować zdobyczy.","Use [DECEA3]facas[-] ou quaisquer ferramentas e armas afiadas para destrinchar um animal e coletar recursos.\n\n[DECEA3]Vantagens[-] podem aumentar o rendimento da coleta.\n\nOs [DECEA3]zumbis[-] próximos serão atraídos pelos [DECEA3]animais[-] mortos, então seja rápido.","Используйте [DECEA3]ножи[-] или другие режущие инструменты и оружие, чтобы освежевать животное и добыть ресурсы.\n\n[DECEA3]Умения[-] могут увеличивать количество добытых ресурсов.\n\nМертвые [DECEA3]животные[-] привлекут находящихся поблизости [DECEA3]зомби[-], поэтому действуйте быстро и защитите свою добычу.","Bir hayvanı doğrayarak kaynak elde etmek için [DECEA3]Bıçakları[-] veya diğer kesici alet ve silahları kullanabilirsin.\n\n[DECEA3]Avantajlar[-] topladığın kaynak miktarını artırabilir.\n\nYakınlardaki [DECEA3]Zombiler[-] de ölü [DECEA3]Hayvanlara[-] çekilecektir, bu yüzden elini çabuk tutmalısın.",使用[DECEA3]刀[-]或其他带刃工具和武器可屠宰动物以获得资源。\n\n[DECEA3]技能[-]可增加你的收获量。\n\n附近的[DECEA3]丧尸[-]会被死去的[DECEA3]动物[-]吸引，所以要迅速处理，以免你的猎物落入丧尸之手。,使用[DECEA3]刀[-]或其他帶刃工具與武器宰殺動物以取得資源。\n\n[DECEA3]技能[-]可以增加取得的資源量。\n\n附近的[DECEA3]殭屍[-]會受到[DECEA3]動物[-]死屍吸引，所以你必須加塊手腳，別讓你的獵物落入別人手中。
challengeHarvestAnimalsShort,Challenges,Challenge,,,,Harvest resources from a dead Animal with a Bladed Weapon.,,Sammle Rohstoffe von toten Tieren mit einem Knochenmesser.,Recolecta recursos de un animal muerto con un cuchillo de hueso.,Récoltez des ressources sur un animal mort avec un couteau en os.,Raccogli risorse da un animale morto con un pugnale d'osso.,動物の死骸をを骨ナイフ解体して素材を集める。,뼈칼로 죽은 동물에게서 자원을 채집하세요.,Pozyskaj zasoby z martwego zwierzęcia za pomocą kościanego noża.,Colete recursos de algum animal morto com uma faca de osso.,Добывайте ресурсы с мертвого животного с помощью костяного ножа.,Bir Kemik Bıçağı ile ölü bir Hayvandan kaynak topla.,用骨刀从死去的动物身上收获资源。,使用骨刀從動物屍體身上採集資源。

modVehicleSuperCharger,item_modifiers,Mod,,,,Horse Sugar Cubes Mod,,,,,,,,,,,,,
modVehicleSuperChargerDesc,item_modifiers,Mod,,,,"This horse sugar cubes mod increases acceleration and top speed.",,,,,,,,,,,,,
modVehicleSuperChargerSchematic,item_modifiers,Mod,,,,Horse Sugar Cubes Mod Schematic,,,,,,,,,,,,,
modGunMeleeRadRemover,item_modifiers,Mod,,,,Lucky Horseshoe Weapon Mod,,,,,,,,,,,,,
modGunMeleeRadRemoverDesc,item_modifiers,Mod,,,,"Will disable self healing from radiated hostiles for 90 seconds.",,,,,,,,,,,,,
modGunMeleeRadRemoverSchematic,item_modifiers,Mod,,,,Lucky Horseshoe Mod Schematic,,,,,,,,,,,,,
modGunBowArrowHandleGrip,item_modifiers,Mod,,,,Antler Bow Handle Grip Mod,,,,,,,,,,,,,
modGunBowArrowHandleGripDesc,item_modifiers,Mod,,,,"Attaching this mod to a bow gives it greater stability. Increases zombie damage by 15%.",,,,,,,,,,,,,
modGunBowArrowHandleGripSchematic,item_modifiers,Mod,,,,Antler Bow Handle Grip Mod Schematic,,,,,,,,,,,,,
modArcheryReload,item_modifiers,Mod,,,,Antler Reload Mod,,,,,,,,,,,,,
modArcheryReloadDesc,item_modifiers,Mod,,,,"Attaching this mod to a bow or crossbow increases reload speed by 15%.",,,,,,,,,,,,,
modArcheryReloadSchematic,item_modifiers,Mod,,,,Antler Reload Mod Schematic,,,,,,,,,,,,,
modArmorAgilityDesc,item_modifiers,Mod,,,,"This armor mod boosts your reflexes when added to headgear.\n\n+1 Agility",,,,,,,,,,,,,
modArmorFortitudeDesc,item_modifiers,Mod,,,,"This armor mod boosts the immune system when added to headgear.\n\n+1 Fortitude",,,,,,,,,,,,,
modArmorIntellectDesc,item_modifiers,Mod,,,,"This armor mod boosts your brainz when added to headgear.\n\n+1 Brainz",,,,,,,,,,,,,
modArmorPerceptionDesc,item_modifiers,Mod,,,,"This armor mod enhances sight and targeting when added to headgear.\n\n+1 Perception",,,,,,,,,,,,,
